"Latest: Time (s)","Latest: Illumination (lux)","Latest: Angle (rad)","Latest: Velocity (rad/s)","Latest: Acceleration (rad/s²)","Run 1: Time (s)","Run 1: Intensity (%)","Run 1: Angle (rad)","Run 1: Velocity (rad/s)","Run 1: Acceleration (rad/s²)"
5.685629,28805.1013184,-3.61283155163,-1.17084260252,5.0812691559,9.95,26.1856079102,-2.84488668075,-0.504206228354,0.603323692047
5.7142,28629.2102051,-3.64773813667,-0.98418653545,3.77795661267,10,27.9846191406,-2.86233997327,-0.465421133865,1.87999971897
5.742771,28570.579834,-3.66519142919,-0.933280335341,1.93022237416,10.05,28.7170410156,-2.89724655831,-0.31028075591,2.97352391081
5.771342,28570.579834,-3.70009801423,-0.916311601971,1.7322508486,10.1,29.4189453125,-2.89724655831,-0.0872664625997,2.51025750441
5.799913,28394.6887207,-3.71755130675,-0.882374135231,3.15104678174,10.15,29.2663574219,-2.89724655831,-0.0193925472444,1.21203420277
5.828484,28453.3190918,-3.75245789179,-0.780561735012,5.70817898681,10.2,28.0151367188,-2.89724655831,0,0.414785038283
5.857055,28453.3190918,-3.76991118431,-0.458155800986,5.26274305432,10.25,28.3813476563,-2.89724655831,0,0.0808022801849
5.885626,28511.9494629,-3.76991118431,-0.390280867506,2.21068203536,10.3,28.1982421875,-2.89724655831,0,0.010773637358
5.914197,28453.3190918,-3.78736447683,-0.458155800986,2.72210847637,10.35,28.1066894531,-2.89724655831,0,0
5.942768,28394.6887207,-3.80481776935,-0.288468467287,4.80080949469,10.4,27.8015136719,-2.89724655831,0,0
5.971339,28394.6887207,-3.80481776935,-0.0848436668492,4.09141152812,10.45,27.7099609375,-2.89724655831,0,0
5.99991,28453.3190918,-3.80481776935,-0.0169687333698,2.02920813693,10.5,28.1066894531,-2.89724655831,0,-0.005386818679
6.028481,28570.579834,-3.80481776935,0,0.676402712311,10.55,28.1066894531,-2.89724655831,0,-0.048481368111
6.057052,28511.9494629,-3.80481776935,0,0.131981017036,10.6,28.1066894531,-2.89724655831,0,-0.26934093395
